query_id,persistent_inclusion,VI,persistent_omission,source_order_inclusion,seven_schedule_mean_inclusion,n_highest,dataset,model,intervention,target_support,K,status,schedule_family,catalog_size
333,0.38095238095238093,0.2857142857142857,0.33333333333333331,0.47619047619047616,0.49659863945578231,21,wands,minilm,target_only,full,20,available,original seven,42994
334,0.83333333333333337,0.16666666666666666,0,0.83333333333333337,0.88095238095238093,6,wands,minilm,target_only,full,20,available,original seven,42994
335,0.16666666666666666,0.33333333333333331,0.5,0.33333333333333331,0.28231292517006806,42,wands,minilm,target_only,full,20,available,original seven,42994
337,0.076923076923076927,0.38461538461538464,0.53846153846153844,0.30769230769230771,0.23443223443223443,39,wands,minilm,target_only,full,20,available,original seven,42994
339,0.83333333333333337,0.16666666666666666,0,1,0.97619047619047616,6,wands,minilm,target_only,full,20,available,original seven,42994
341,0.13636363636363635,0.27272727272727271,0.59090909090909094,0.36363636363636365,0.2792207792207792,22,wands,minilm,target_only,full,20,available,original seven,42994
342,1,0,0,1,1,2,wands,minilm,target_only,full,20,available,original seven,42994
346,0.42105263157894735,0.10526315789473684,0.47368421052631576,0.42105263157894735,0.44360902255639101,19,wands,minilm,target_only,full,20,available,original seven,42994
349,0.40000000000000002,0,0.59999999999999998,0.40000000000000002,0.40000000000000002,5,wands,minilm,target_only,full,20,available,original seven,42994
352,0.34482758620689657,0.41379310344827586,0.2413793103448276,0.51724137931034486,0.52216748768472909,29,wands,minilm,target_only,full,20,available,original seven,42994
353,1,0,0,1,1,1,wands,minilm,target_only,full,20,available,original seven,42994
355,0.40000000000000002,0.36666666666666664,0.23333333333333334,0.66666666666666663,0.56190476190476191,30,wands,minilm,target_only,full,20,available,original seven,42994
357,0.088235294117647065,0.38235294117647056,0.52941176470588236,0.3235294117647059,0.33613445378151263,34,wands,minilm,target_only,full,20,available,original seven,42994
358,0.25,0.25,0.5,0.25,0.2857142857142857,4,wands,minilm,target_only,full,20,available,original seven,42994
359,0.375,0.375,0.25,0.75,0.4642857142857143,8,wands,minilm,target_only,full,20,available,original seven,42994
367,0.023809523809523808,0.19047619047619047,0.7857142857142857,0.11904761904761904,0.085034013605442174,42,wands,minilm,target_only,full,20,available,original seven,42994
368,0.18518518518518517,0.07407407407407407,0.7407407407407407,0.24691358024691357,0.23456790123456789,81,wands,minilm,target_only,full,20,available,original seven,42994
369,0,0,1,0,0,2,wands,minilm,target_only,full,20,available,original seven,42994
370,0,0,1,0,0,1,wands,minilm,target_only,full,20,available,original seven,42994
371,0,0.25,0.75,0,0.089285714285714274,8,wands,minilm,target_only,full,20,available,original seven,42994
372,1,0,0,1,1,1,wands,minilm,target_only,full,20,available,original seven,42994
376,0.33333333333333331,0.66666666666666663,0,0.66666666666666663,0.47619047619047622,3,wands,minilm,target_only,full,20,available,original seven,42994
380,1,0,0,1,1,6,wands,minilm,target_only,full,20,available,original seven,42994
382,0.25,0,0.75,0.25,0.25,4,wands,minilm,target_only,full,20,available,original seven,42994
389,0,0.057324840764331211,0.9426751592356688,0.025477707006369428,0.012738853503184714,157,wands,minilm,target_only,full,20,available,original seven,42994
396,0,1,0,1,0.7142857142857143,1,wands,minilm,target_only,full,20,available,original seven,42994
398,0.15789473684210525,0.36842105263157893,0.47368421052631576,0.36842105263157893,0.35338345864661652,19,wands,minilm,target_only,full,20,available,original seven,42994
402,0,0.2857142857142857,0.7142857142857143,0,0.061224489795918366,7,wands,minilm,target_only,full,20,available,original seven,42994
403,0,0.032258064516129031,0.967741935483871,0.032258064516129031,0.004608294930875576,31,wands,minilm,target_only,full,20,available,original seven,42994
404,0,0,1,0,0,4,wands,minilm,target_only,full,20,available,original seven,42994
406,0.090909090909090912,0.68181818181818177,0.22727272727272727,0.27272727272727271,0.29220779220779219,22,wands,minilm,target_only,full,20,available,original seven,42994
407,0,0,1,0,0,11,wands,minilm,target_only,full,20,available,original seven,42994
408,0.41935483870967744,0.32258064516129031,0.25806451612903225,0.54838709677419351,0.58525345622119818,31,wands,minilm,target_only,full,20,available,original seven,42994
409,0,0.025000000000000001,0.97499999999999998,0,0.0035714285714285713,40,wands,minilm,target_only,full,20,available,original seven,42994
410,0.17241379310344829,0.27586206896551724,0.55172413793103448,0.34482758620689657,0.29556650246305416,58,wands,minilm,target_only,full,20,available,original seven,42994
412,1,0,0,1,1,1,wands,minilm,target_only,full,20,available,original seven,42994
415,0.18666666666666668,0.13333333333333333,0.68000000000000005,0.26666666666666666,0.23999999999999999,75,wands,minilm,target_only,full,20,available,original seven,42994
417,0.010638297872340425,0.069148936170212769,0.92021276595744683,0.037234042553191488,0.034954407294832825,188,wands,minilm,target_only,full,20,available,original seven,42994
418,0.0098684210526315784,0.050986842105263157,0.93914473684210531,0.03125,0.029840225563909775,608,wands,minilm,target_only,full,20,available,original seven,42994
419,0,0,1,0,0,16,wands,minilm,target_only,full,20,available,original seven,42994
420,0.015665796344647518,0.044386422976501305,0.93994778067885121,0.026109660574412531,0.027042148452070123,766,wands,minilm,target_only,full,20,available,original seven,42994
421,0.0046224961479198771,0.055469953775038522,0.93990755007704163,0.021571648690292759,0.023112480739599383,649,wands,minilm,target_only,full,20,available,original seven,42994
422,0.028037383177570093,0.088785046728971959,0.88317757009345799,0.042056074766355138,0.068090787716955939,428,wands,minilm,target_only,full,20,available,original seven,42994
423,0.031578947368421054,0.15087719298245614,0.81754385964912279,0.063157894736842107,0.077694235588972427,285,wands,minilm,target_only,full,20,available,original seven,42994
425,0,0.16071428571428573,0.8392857142857143,0.053571428571428568,0.061224489795918366,56,wands,minilm,target_only,full,20,available,original seven,42994
426,0.05829596412556054,0.12556053811659193,0.81614349775784756,0.089686098654708515,0.11851377322229339,223,wands,minilm,target_only,full,20,available,original seven,42994
428,0.045454545454545456,0.13636363636363635,0.81818181818181823,0.090909090909090912,0.10606060606060606,66,wands,minilm,target_only,full,20,available,original seven,42994
429,0.010638297872340425,0.085106382978723402,0.9042553191489362,0.053191489361702128,0.0364741641337386,94,wands,minilm,target_only,full,20,available,original seven,42994
431,0.093333333333333338,0.22666666666666666,0.68000000000000005,0.22666666666666666,0.21904761904761902,75,wands,minilm,target_only,full,20,available,original seven,42994
432,0.14285714285714285,0.2857142857142857,0.5714285714285714,0.33333333333333331,0.28231292517006806,42,wands,minilm,target_only,full,20,available,original seven,42994
433,0.044247787610619468,0.22123893805309736,0.73451327433628322,0.17699115044247787,0.12515802781289506,113,wands,minilm,target_only,full,20,available,original seven,42994
434,0.022123893805309734,0.15044247787610621,0.82743362831858402,0.084070796460176997,0.061946902654867256,226,wands,minilm,target_only,full,20,available,original seven,42994
435,0.1276595744680851,0.23404255319148937,0.63829787234042556,0.1702127659574468,0.22492401215805471,47,wands,minilm,target_only,full,20,available,original seven,42994
436,0.021739130434782608,0.2391304347826087,0.73913043478260865,0.10869565217391304,0.11490683229813664,46,wands,minilm,target_only,full,20,available,original seven,42994
437,0.085106382978723402,0.27659574468085107,0.63829787234042556,0.21276595744680851,0.23100303951367779,47,wands,minilm,target_only,full,20,available,original seven,42994
438,0.059405940594059403,0.20792079207920791,0.73267326732673266,0.10891089108910891,0.13295615275813297,101,wands,minilm,target_only,full,20,available,original seven,42994
439,0.027777777777777776,0.087962962962962965,0.8842592592592593,0.087962962962962965,0.062830687830687834,216,wands,minilm,target_only,full,20,available,original seven,42994
440,0,0.10196078431372549,0.89803921568627454,0.043137254901960784,0.029691876750700279,255,wands,minilm,target_only,full,20,available,original seven,42994
441,0.038461538461538464,0.25641025641025639,0.70512820512820518,0.14102564102564102,0.1391941391941392,78,wands,minilm,target_only,full,20,available,original seven,42994
442,0.085714285714285715,0.44285714285714284,0.47142857142857142,0.25714285714285712,0.28163265306122448,70,wands,minilm,target_only,full,20,available,original seven,42994
443,0.005681818181818182,0.022727272727272728,0.97159090909090906,0.019886363636363636,0.010957792207792206,352,wands,minilm,target_only,full,20,available,original seven,42994
444,0.026315789473684209,0.16666666666666666,0.80701754385964908,0.12280701754385964,0.098997493734335834,114,wands,minilm,target_only,full,20,available,original seven,42994
445,0.017647058823529412,0.13529411764705881,0.84705882352941175,0.094117647058823528,0.074789915966386553,170,wands,minilm,target_only,full,20,available,original seven,42994
446,0.24561403508771928,0.2982456140350877,0.45614035087719296,0.35087719298245612,0.36842105263157893,57,wands,minilm,target_only,full,20,available,original seven,42994
447,0,0,1,0,0,3,wands,minilm,target_only,full,20,available,original seven,42994
448,0,0.037037037037037035,0.96296296296296291,0,0.010582010582010581,81,wands,minilm,target_only,full,20,available,original seven,42994
453,0,0.040000000000000001,0.95999999999999996,0,0.0057142857142857143,25,wands,minilm,target_only,full,20,available,original seven,42994
455,0,0.5,0.5,0,0.21428571428571427,2,wands,minilm,target_only,full,20,available,original seven,42994
456,0.039473684210526314,0.14473684210526316,0.81578947368421051,0.092105263157894732,0.08646616541353383,76,wands,minilm,target_only,full,20,available,original seven,42994
459,0.10526315789473684,0.42105263157894735,0.47368421052631576,0.26315789473684209,0.24060150375939848,19,wands,minilm,target_only,full,20,available,original seven,42994
460,0,0.2857142857142857,0.7142857142857143,0.14285714285714285,0.081632653061224483,7,wands,minilm,target_only,full,20,available,original seven,42994
461,1,0,0,1,1,4,wands,minilm,target_only,full,20,available,original seven,42994
464,0.17647058823529413,0.070588235294117646,0.75294117647058822,0.23529411764705882,0.21848739495798317,85,wands,minilm,target_only,full,20,available,original seven,42994
465,0,0,1,0,0,1,wands,minilm,target_only,full,20,available,original seven,42994
466,0,0,1,0,0,1,wands,minilm,target_only,full,20,available,original seven,42994
468,0.5,0.25,0.25,0.5,0.5714285714285714,4,wands,minilm,target_only,full,20,available,original seven,42994
469,0.203125,0.125,0.671875,0.265625,0.24776785714285715,64,wands,minilm,target_only,full,20,available,original seven,42994
470,0.20000000000000001,0.42222222222222222,0.37777777777777777,0.42222222222222222,0.3936507936507937,45,wands,minilm,target_only,full,20,available,original seven,42994
471,0,1,0,0,0.8571428571428571,1,wands,minilm,target_only,full,20,available,original seven,42994
472,0.085106382978723402,0.46808510638297873,0.44680851063829785,0.19148936170212766,0.31914893617021278,47,wands,minilm,target_only,full,20,available,original seven,42994
473,0.023809523809523808,0.13492063492063491,0.84126984126984128,0.079365079365079361,0.080498866213151929,126,wands,minilm,target_only,full,20,available,original seven,42994
476,0.0031298904538341159,0.070422535211267609,0.92644757433489833,0.025039123630672927,0.027274759669125865,639,wands,minilm,target_only,full,20,available,original seven,42994
481,0,0,1,0,0,1,wands,minilm,target_only,full,20,available,original seven,42994
482,0.16666666666666666,0.33333333333333331,0.5,0.5,0.28571428571428575,12,wands,minilm,target_only,full,20,available,original seven,42994
483,0.25,0,0.75,0.25,0.25,4,wands,minilm,target_only,full,20,available,original seven,42994
0,0.71794871794871795,0.05128205128205128,0.23076923076923078,0.71794871794871795,0.73992673992673996,39,wands,minilm,target_only,full,100,available,original seven,42994
1,0,0.125,0.875,0.125,0.035714285714285712,8,wands,minilm,target_only,full,100,available,original seven,42994
2,0.45033112582781459,0.27152317880794702,0.27814569536423839,0.63576158940397354,0.60264900662251653,151,wands,minilm,target_only,full,100,available,original seven,42994
3,0.20000000000000001,0.27272727272727271,0.52727272727272723,0.29090909090909089,0.29350649350649349,55,wands,minilm,target_only,full,100,available,original seven,42994
4,0.043478260869565216,0.39130434782608697,0.56521739130434778,0.21739130434782608,0.24223602484472048,23,wands,minilm,target_only,full,100,available,original seven,42994
